uri,title,identifier,external_id,record_type,note_with_search_term,note_type
/repositories/2/archival_objects/297103,"NEGATIVES, Box 208: See note for contents",,['245867'],['archival_object'],"This series contains a DNA model consisting of a helical frame, holding the sugars and base pairs, as well as two sets of diamond-shaped pieces (one metal and one paper) which are used to show the different sections of sites of amino acids. Also included is Gamow's cylindrical DNA model and a collection of pecan nuts which he labeled to stand for amino acids. The model was made in 1954.

These items were donated to the University Archives by Dr. Alexander Rich in 1996. Dr. Alexander Rich is William Thompson Sedgwick Professor of Biophysics at Massachusetts Institute for Technology, and a 1949 graduate of Harvard Medical School.

Formerly ACC#554

",odd
/repositories/2/archival_objects/297113,"NEGATIVES, Box 218: See note for contents",,['245881'],['archival_object'],"This series contains a DNA model consisting of a helical frame, holding the sugars and base pairs, as well as two sets of diamond-shaped pieces (one metal and one paper) which are used to show the different sections of sites of amino acids. Also included is Gamow's cylindrical DNA model and a collection of pecan nuts which he labeled to stand for amino acids. The model was made in 1954.

These items were donated to the University Archives by Dr. Alexander Rich in 1996. Dr. Alexander Rich is William Thompson Sedgwick Professor of Biophysics at Massachusetts Institute for Technology, and a 1949 graduate of Harvard Medical School.

Formerly ACC#554

",odd
/repositories/2/archival_objects/145168,"Glasses (spectacles) of Rev. Burgiss Allison, 1826 ca. --01/28/1983",,['7026'],['archival_object'],"This series contains a DNA model consisting of a helical frame, holding the sugars and base pairs, as well as two sets of diamond-shaped pieces (one metal and one paper) which are used to show the different sections of sites of amino acids. Also included is Gamow's cylindrical DNA model and a collection of pecan nuts which he labeled to stand for amino acids. The model was made in 1954.

These items were donated to the University Archives by Dr. Alexander Rich in 1996. Dr. Alexander Rich is William Thompson Sedgwick Professor of Biophysics at Massachusetts Institute for Technology, and a 1949 graduate of Harvard Medical School.

Formerly ACC#554

",odd
/repositories/2/archival_objects/297114,"NEGATIVES, Box 219: See note for contents",,['245882'],['archival_object'],"This series contains a DNA model consisting of a helical frame, holding the sugars and base pairs, as well as two sets of diamond-shaped pieces (one metal and one paper) which are used to show the different sections of sites of amino acids. Also included is Gamow's cylindrical DNA model and a collection of pecan nuts which he labeled to stand for amino acids. The model was made in 1954.

These items were donated to the University Archives by Dr. Alexander Rich in 1996. Dr. Alexander Rich is William Thompson Sedgwick Professor of Biophysics at Massachusetts Institute for Technology, and a 1949 graduate of Harvard Medical School.

Formerly ACC#554

",odd
/repositories/2/archival_objects/20698,"Twenty-six photographs, undated",,['2028'],['archival_object'],"This series contains a DNA model consisting of a helical frame, holding the sugars and base pairs, as well as two sets of diamond-shaped pieces (one metal and one paper) which are used to show the different sections of sites of amino acids. Also included is Gamow's cylindrical DNA model and a collection of pecan nuts which he labeled to stand for amino acids. The model was made in 1954.

These items were donated to the University Archives by Dr. Alexander Rich in 1996. Dr. Alexander Rich is William Thompson Sedgwick Professor of Biophysics at Massachusetts Institute for Technology, and a 1949 graduate of Harvard Medical School.

Formerly ACC#554

",odd
/repositories/2/resources/795,National Association of Elementary School Principals,MS2364,,['resource'],"The National Association of Elementary School Principals was first organized by a group of 51 elementary school principals at the February 1921 meeting of the National Education Association’s Department of Superintendence. In July of that year the group decided to join the NEA as the Department of Elementary School Principals. They established an office at the NEA’s headquarters in 1931. In January of 1970 the organization’s membership, now over 25,000, voted to become an affiliate of the NEA and to change its name back to the National Association of Elementary School Principals. The group is now headquartered in Alexandria, Virginia. The NAESP publishes Principal magazine and several professional newsletters, in addition to holding workshops and conferences aimed at professional development. The NAESP is dedicated to developing principals’ professional skills in order to improve the quality of children’s educations.",abstract
/repositories/2/archival_objects/297105,"NEGATIVES, Box 210: See note for contents",,['245871'],['archival_object'],"The National Association of Elementary School Principals was first organized by a group of 51 elementary school principals at the February 1921 meeting of the National Education Association’s Department of Superintendence. In July of that year the group decided to join the NEA as the Department of Elementary School Principals. They established an office at the NEA’s headquarters in 1931. In January of 1970 the organization’s membership, now over 25,000, voted to become an affiliate of the NEA and to change its name back to the National Association of Elementary School Principals. The group is now headquartered in Alexandria, Virginia. The NAESP publishes Principal magazine and several professional newsletters, in addition to holding workshops and conferences aimed at professional development. The NAESP is dedicated to developing principals’ professional skills in order to improve the quality of children’s educations.",odd
/repositories/2/archival_objects/297106,"NEGATIVES, Box 211: See note for contents",,['245873'],['archival_object'],"The National Association of Elementary School Principals was first organized by a group of 51 elementary school principals at the February 1921 meeting of the National Education Association’s Department of Superintendence. In July of that year the group decided to join the NEA as the Department of Elementary School Principals. They established an office at the NEA’s headquarters in 1931. In January of 1970 the organization’s membership, now over 25,000, voted to become an affiliate of the NEA and to change its name back to the National Association of Elementary School Principals. The group is now headquartered in Alexandria, Virginia. The NAESP publishes Principal magazine and several professional newsletters, in addition to holding workshops and conferences aimed at professional development. The NAESP is dedicated to developing principals’ professional skills in order to improve the quality of children’s educations.",odd
/repositories/2/archival_objects/297115,"NEGATIVES, Box 220: See note for contents",,['245883'],['archival_object'],"The National Association of Elementary School Principals was first organized by a group of 51 elementary school principals at the February 1921 meeting of the National Education Association’s Department of Superintendence. In July of that year the group decided to join the NEA as the Department of Elementary School Principals. They established an office at the NEA’s headquarters in 1931. In January of 1970 the organization’s membership, now over 25,000, voted to become an affiliate of the NEA and to change its name back to the National Association of Elementary School Principals. The group is now headquartered in Alexandria, Virginia. The NAESP publishes Principal magazine and several professional newsletters, in addition to holding workshops and conferences aimed at professional development. The NAESP is dedicated to developing principals’ professional skills in order to improve the quality of children’s educations.",odd
/repositories/2/resources/454,Parents United for the D.C. Public Schools records,MS2306,['1243'],['resource'],"The National Association of Elementary School Principals was first organized by a group of 51 elementary school principals at the February 1921 meeting of the National Education Association’s Department of Superintendence. In July of that year the group decided to join the NEA as the Department of Elementary School Principals. They established an office at the NEA’s headquarters in 1931. In January of 1970 the organization’s membership, now over 25,000, voted to become an affiliate of the NEA and to change its name back to the National Association of Elementary School Principals. The group is now headquartered in Alexandria, Virginia. The NAESP publishes Principal magazine and several professional newsletters, in addition to holding workshops and conferences aimed at professional development. The NAESP is dedicated to developing principals’ professional skills in order to improve the quality of children’s educations.",physloc
/repositories/2/archival_objects/297108,"NEGATIVES, Box 213: See note for contents",,['245875'],['archival_object'],"The National Association of Elementary School Principals was first organized by a group of 51 elementary school principals at the February 1921 meeting of the National Education Association’s Department of Superintendence. In July of that year the group decided to join the NEA as the Department of Elementary School Principals. They established an office at the NEA’s headquarters in 1931. In January of 1970 the organization’s membership, now over 25,000, voted to become an affiliate of the NEA and to change its name back to the National Association of Elementary School Principals. The group is now headquartered in Alexandria, Virginia. The NAESP publishes Principal magazine and several professional newsletters, in addition to holding workshops and conferences aimed at professional development. The NAESP is dedicated to developing principals’ professional skills in order to improve the quality of children’s educations.",odd
/repositories/2/resources/672,National University records,RG0123,['42'],['resource'],"The National Association of Elementary School Principals was first organized by a group of 51 elementary school principals at the February 1921 meeting of the National Education Association’s Department of Superintendence. In July of that year the group decided to join the NEA as the Department of Elementary School Principals. They established an office at the NEA’s headquarters in 1931. In January of 1970 the organization’s membership, now over 25,000, voted to become an affiliate of the NEA and to change its name back to the National Association of Elementary School Principals. The group is now headquartered in Alexandria, Virginia. The NAESP publishes Principal magazine and several professional newsletters, in addition to holding workshops and conferences aimed at professional development. The NAESP is dedicated to developing principals’ professional skills in order to improve the quality of children’s educations.",odd
/repositories/2/resources/44,Roy Lee Williams papers,IBT0027,['1266'],['resource'],"The National Association of Elementary School Principals was first organized by a group of 51 elementary school principals at the February 1921 meeting of the National Education Association’s Department of Superintendence. In July of that year the group decided to join the NEA as the Department of Elementary School Principals. They established an office at the NEA’s headquarters in 1931. In January of 1970 the organization’s membership, now over 25,000, voted to become an affiliate of the NEA and to change its name back to the National Association of Elementary School Principals. The group is now headquartered in Alexandria, Virginia. The NAESP publishes Principal magazine and several professional newsletters, in addition to holding workshops and conferences aimed at professional development. The NAESP is dedicated to developing principals’ professional skills in order to improve the quality of children’s educations.",physloc
/repositories/2/resources/166,Ron Howard papers,MS0766-UA,['88'],['resource'],"The National Association of Elementary School Principals was first organized by a group of 51 elementary school principals at the February 1921 meeting of the National Education Association’s Department of Superintendence. In July of that year the group decided to join the NEA as the Department of Elementary School Principals. They established an office at the NEA’s headquarters in 1931. In January of 1970 the organization’s membership, now over 25,000, voted to become an affiliate of the NEA and to change its name back to the National Association of Elementary School Principals. The group is now headquartered in Alexandria, Virginia. The NAESP publishes Principal magazine and several professional newsletters, in addition to holding workshops and conferences aimed at professional development. The NAESP is dedicated to developing principals’ professional skills in order to improve the quality of children’s educations.",odd
/repositories/2/resources/352,League for Progress in Architecture records,MS2198,['474'],['resource'],"The National Association of Elementary School Principals was first organized by a group of 51 elementary school principals at the February 1921 meeting of the National Education Association’s Department of Superintendence. In July of that year the group decided to join the NEA as the Department of Elementary School Principals. They established an office at the NEA’s headquarters in 1931. In January of 1970 the organization’s membership, now over 25,000, voted to become an affiliate of the NEA and to change its name back to the National Association of Elementary School Principals. The group is now headquartered in Alexandria, Virginia. The NAESP publishes Principal magazine and several professional newsletters, in addition to holding workshops and conferences aimed at professional development. The NAESP is dedicated to developing principals’ professional skills in order to improve the quality of children’s educations.",odd
/repositories/2/archival_objects/297102,"NEGATIVES, Box 207: See note for contents",,['245866'],['archival_object'],"The National Association of Elementary School Principals was first organized by a group of 51 elementary school principals at the February 1921 meeting of the National Education Association’s Department of Superintendence. In July of that year the group decided to join the NEA as the Department of Elementary School Principals. They established an office at the NEA’s headquarters in 1931. In January of 1970 the organization’s membership, now over 25,000, voted to become an affiliate of the NEA and to change its name back to the National Association of Elementary School Principals. The group is now headquartered in Alexandria, Virginia. The NAESP publishes Principal magazine and several professional newsletters, in addition to holding workshops and conferences aimed at professional development. The NAESP is dedicated to developing principals’ professional skills in order to improve the quality of children’s educations.",odd
/repositories/2/resources/305,American Veterans Committee records,MS2144,['209'],['resource'],"The National Association of Elementary School Principals was first organized by a group of 51 elementary school principals at the February 1921 meeting of the National Education Association’s Department of Superintendence. In July of that year the group decided to join the NEA as the Department of Elementary School Principals. They established an office at the NEA’s headquarters in 1931. In January of 1970 the organization’s membership, now over 25,000, voted to become an affiliate of the NEA and to change its name back to the National Association of Elementary School Principals. The group is now headquartered in Alexandria, Virginia. The NAESP publishes Principal magazine and several professional newsletters, in addition to holding workshops and conferences aimed at professional development. The NAESP is dedicated to developing principals’ professional skills in order to improve the quality of children’s educations.",relatedmaterial
/repositories/2/resources/257,"Mutual Broadcasting System, Inc. records",MS2083,['168'],['resource'],"The National Association of Elementary School Principals was first organized by a group of 51 elementary school principals at the February 1921 meeting of the National Education Association’s Department of Superintendence. In July of that year the group decided to join the NEA as the Department of Elementary School Principals. They established an office at the NEA’s headquarters in 1931. In January of 1970 the organization’s membership, now over 25,000, voted to become an affiliate of the NEA and to change its name back to the National Association of Elementary School Principals. The group is now headquartered in Alexandria, Virginia. The NAESP publishes Principal magazine and several professional newsletters, in addition to holding workshops and conferences aimed at professional development. The NAESP is dedicated to developing principals’ professional skills in order to improve the quality of children’s educations.",odd
